1	1641042775	0xb4d5a0b7226608cae9a1e06be795245165f154a945259f472b6ca38aacdd2629	2020	1948907	0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2	0xc99a6a985ed2cac1ef41640596c5a5f9f4e19ef5	0x0f30345ca29c2d0310e5485dc99815a9691f0c73	0x67a9f6b200b4c93732252275aa518d2ec322b848	11000000000000000
1	1641107128	0xe9d8e045a474cdea2b9cb1bb0872343bced7bed57abcd52128aecc21c5332eb8	2020	1949480	0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2	0xc99a6a985ed2cac1ef41640596c5a5f9f4e19ef5	0xd1bf90758eee44ba981d92faf8ac4accba5f0a5a	0x1e28d08b485297a87241307ebbbb19537482b5b1	160000000000000000
1	1641118379	0x468868506b014b5729f9926ff8bce17823842747828d9a82b23767a5b408cdf3	2020	1949585	0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2	0xc99a6a985ed2cac1ef41640596c5a5f9f4e19ef5	0x4c170dc3201b87356f7d10aa6848246cc1739a90	0xbc3f676d19eb11b9e3096475f415f043c37f5102	21000000000000000
1	1641159218	0xc47a7aecf5d9a26a84a6d8baaf93688770e148c900f1cffbe8270881aa3b9250	2020	1949957	0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2	0xc99a6a985ed2cac1ef41640596c5a5f9f4e19ef5	0xa083c6b0ece22611d5328ec7f854340155defab2	0x24312961a2c88047b7434df3bfbd9be699b4280f	73000000000000000
1	1641349703	0xe33d7066ff4180fd28d94f4fb07dffcc325871c17f3bc9b8dd938f47847f7bc9	2020	1951548	0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2	0xc99a6a985ed2cac1ef41640596c5a5f9f4e19ef5	0x5414f2e3827c8113591598350bf270a540bf2876	0xd2977f4ea7db06ea3286b0cf136249ec8fb0b912	79000000000000000
1	1642613232	0xc34828e9b9c4be50d4f913d0f11d927c8f6c5eccb9eb7448bad692f938813774	2020	1960064	0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2	0xc99a6a985ed2cac1ef41640596c5a5f9f4e19ef5	0xb5376494dfd966b94fb35d2f2c0e03befd325b08	0x588320c16df38cabb5e10cf7a89ec341664db2be	10000000000000000
1	1643827345	0x967ddac44b2b941cf7ae8763deda9de25eb05aad50a710a689bc63f0b751cebe	2020	1968472	0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2	0xc99a6a985ed2cac1ef41640596c5a5f9f4e19ef5	0x223d765e39892a82769480cb89374b7d01fdc65c	0x67901e9acadd8bc6a884b121a5acae58b2376820	150000000000000000
1	1644617346	0xda6bdc5e7944c1e86941874a05670c9671281fc9873e01854aac4ec34e3da809	2020	1974640	0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2	0xc99a6a985ed2cac1ef41640596c5a5f9f4e19ef5	0x852c0d5e6066ed5617323d0554c23e91c5174d17	0xe7b3f1e6fa41e9c8e660bc4ae41667adf9f614e7	51200000000000000
1	1644774626	0x5c920585c0f3fec3e1f8f9ff1822b86d01dcfdeb42ba09c178970b6b2a56fc6a	2020	1975863	0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2	0xc99a6a985ed2cac1ef41640596c5a5f9f4e19ef5	0x0738f837586b08dca4117e2dcb39ecf814f443dd	0x2562084b5cae83f4b01161d91972fca911062790	3288000000000000000
1	1646789993	0x74ebd9eb0a31f113e58bedc5967b26a012f34f2ff4e6cb348d39af3db48f66d0	2020	1985487	0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2	0xc99a6a985ed2cac1ef41640596c5a5f9f4e19ef5	0x487c3c06cad1d158f34a59c35b6ca890ebb148c1	0xa31be9b723fd7c848ca924a9b21f70aba5679fd2	20000000000000000
